mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,CMajor_count,C#/DbMajor_count,DMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,Cminor_count,C#/Dbminor_count,Dminor_count,D#_Ebminor_count,D#_EbMajor_count,Gminor_count,BMajor_count
ISFP,SP,serenity,7y8Wiu2nsXXotlYKrtoQlZ,50,0.44764,0.154345592,0.246048,0.136417322,-14.22704,3.847105166,0.76,0.431419111,0.039412,0.023307217,0.85518,0.156366092,0.121558,0.086626616,0.230272,0.179380727,116.15078,29.88009751,0.22946518,0.297385628,4,4,6,0,7,0,2,0,1,3,2,1,1,3,1,2,1,2,2,1,0,4,2,1
ISFP,SP,isfp.,3wijPOB7nQvLbDKMDbkTRv,50,0.5161,0.126181154,0.77348,0.173165986,-5.27044,2.191337223,0.58,0.498569382,0.064944,0.052650376,0.064768056,0.125831771,0.199584,0.161524377,0.445928,0.209864208,128.48694,34.11437745,0.024980137,0.100786253,2,5,3,2,4,2,2,2,3,6,0,2,3,2,3,0,3,0,2,2,1,0,1,0
ISFP,SP,ISFP,2PPqDpVwQ5l1J5xTfv9c34,12,0.57175,0.120600863,0.657583333,0.216968979,-6.025333333,2.311426452,0.75,0.452267017,0.0898,0.077724712,0.19895,0.244896644,0.172458333,0.152771371,0.535083333,0.197315833,133.5826667,40.40367486,0.000627583,0.001394639,2,1,0,0,0,0,0,1,2,1,0,2,0,0,0,0,1,1,0,0,0,0,0,1
ISFP,SP,ISFP,0qcWO9y54UHHwITxNdMblw,22,0.673454545,0.129582379,0.500136364,0.158994548,-8.836,3.045470516,0.454545455,0.509647191,0.069395455,0.054128555,0.459762273,0.293771587,0.203890909,0.182119628,0.520045455,0.206214054,124.1182273,17.99837533,0.002156296,0.009860905,4,0,1,0,0,2,0,2,1,2,1,1,0,0,0,0,3,0,3,1,0,0,0,1
ISFP,SP,ISFP soundtrack,0Jc0AstbTAco49UR0TghwX,50,0.63704,0.108715311,0.6608,0.15998903,-6.55168,2.416499226,0.68,0.471212071,0.064642,0.040410572,0.174405258,0.230205275,0.188578,0.138254091,0.428778,0.191187181,125.99746,29.61362794,0.014138035,0.073793849,7,2,8,0,2,3,2,1,2,3,0,2,7,4,0,1,1,3,1,0,0,0,0,1
ISFP,SP,ISFP,0NEC2uDdgt19N71IFvcSRF,11,0.537727273,0.141491407,0.694545455,0.194035751,-6.424363636,1.367107697,0.545454545,0.522232968,0.053627273,0.032418084,0.207806364,0.266699736,0.195381818,0.142195013,0.408272727,0.164153033,126.1695455,34.27976606,0.003179025,0.006127401,2,1,0,1,0,0,0,1,0,1,0,1,2,0,0,0,0,0,1,0,0,1,0,0
ISFP,SP,.:+*Youthful*+:.,10lSHJWnukqrWWkr2Vcr23,50,0.6673,0.106352178,0.71866,0.13691359,-4.53096,1.193636323,0.56,0.501426536,0.0693,0.053541988,0.073839558,0.134217623,0.1592,0.114790002,0.57186,0.224201987,123.3546,22.09008023,0.000221468,0.000863028,2,1,2,0,5,6,3,0,1,6,0,6,1,0,2,1,3,1,5,1,2,1,1,0
ISFP,SP,no context isfp,6BIxM3mW55mgyDmAreMKDM,28,0.641428571,0.164402494,0.656607143,0.179713422,-7.414214286,3.441003454,0.5,0.509175077,0.081242857,0.100883807,0.1228815,0.196922098,0.176942857,0.187500628,0.589932143,0.24248382,120.09525,22.63347404,0.005639108,0.024610949,2,0,3,0,0,0,0,2,0,4,0,1,1,2,0,0,3,2,2,0,1,0,3,2
ISFP,SP,isfp | 4w5,4xQPU28c7LWA8WAZp7u2Sb,50,0.51052,0.139248309,0.6122,0.183955962,-7.42174,2.719618564,0.56,0.501426536,0.05947,0.059413677,0.241329418,0.268465562,0.186042,0.126957235,0.435812,0.200679875,120.50306,32.28755707,0.017609397,0.07594967,8,1,5,4,1,0,2,2,0,5,2,1,5,0,3,2,1,0,2,1,1,2,1,1
ISFP,SP,➪𝙸𝚜𝚏𝚙,1eWwvKFOXGn93q9JoQTEE9,30,0.6196,0.147458843,0.684966667,0.175918571,-6.7233,2.65721079,0.6,0.498272879,0.079416667,0.080980462,0.145636,0.189949167,0.220783333,0.157194231,0.583676667,0.253568656,122.5013,27.62122437,0.038764391,0.157389517,2,2,2,0,4,0,1,2,0,2,1,1,4,1,1,1,3,0,0,0,1,1,0,1
ISFP,SP,ISFP :],1rjmHm5USRg8TWXtIy1zhm,20,0.5277,0.128542887,0.6688,0.175507565,-6.73405,2.322332867,0.75,0.444261658,0.0462,0.025078823,0.1698255,0.223860541,0.177275,0.108840133,0.42265,0.178834318,126.69905,30.93594734,0.016259802,0.048295962,4,2,1,1,2,1,0,0,1,1,0,2,2,0,0,1,0,0,1,0,0,1,0,0
ISFP,SP,isfp 9w8 type beat,4rqUHQr8nNAhojyMTZV8oZ,50,0.5743,0.153072112,0.6053,0.206448417,-7.94536,3.544360382,0.64,0.484873221,0.075076,0.100114529,0.236367174,0.241473016,0.16686,0.112887296,0.50172,0.239659783,119.91052,29.85058025,0.087947552,0.230132999,7,3,8,0,0,2,2,2,1,2,0,0,2,3,0,1,3,2,3,3,1,2,0,3
ISFP,SP,isfp,0CD9ai5ke4MqPvAWewwggl,22,0.605181818,0.156135056,0.612045455,0.238594591,-7.9595,4.165298809,0.909090909,0.294244943,0.086354545,0.068682456,0.325025882,0.328119474,0.17785,0.100482369,0.4869,0.211369167,118.3391818,25.72580762,0.04276995,0.182554813,4,0,1,0,2,1,3,0,2,1,1,2,0,3,0,1,0,0,0,0,0,0,0,1
ISFP,SP,Songs based on my MBTI * ISFP*,6HR7vgJIZGe0wOt9v8SJBk,11,0.567909091,0.150248763,0.660636364,0.167003756,-6.211181818,1.669530881,0.545454545,0.522232968,0.094672727,0.099451668,0.289745455,0.268633075,0.204736364,0.13627154,0.466727273,0.216741362,126.1093636,42.72798415,0.001575561,0.003067286,2,1,0,2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
ISFP,SP,ISFP'S SONG,5r0j72jsi5ZWWKYnjYFU2Y,28,0.653678571,0.118903027,0.682892857,0.159850008,-5.173714286,2.130441823,0.535714286,0.5078745,0.0682,0.040680717,0.203666071,0.203145316,0.169385714,0.149310067,0.547571429,0.159587763,121.7821786,31.33847487,0.000330317,0.000982879,2,1,0,0,0,2,1,3,3,2,0,1,2,3,1,1,1,0,1,1,1,0,1,1
ISFP,SP,mbti reveal: isfp,3XFDphFtM1um8pGcpHJdY9,9,0.386666667,0.111077676,0.424555556,0.213150247,-10.68155556,4.854795596,0.555555556,0.527046277,0.034166667,0.009376966,0.570555556,0.334003784,0.117888889,0.039975538,0.417888889,0.267290312,105.0551111,27.75985911,0.028546311,0.062292918,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
ISFP,SP,pov: Isfp,7x6N7OE4V7oxZmLTO8K7bz,50,0.53664,0.140073852,0.64288,0.20306143,-6.55542,2.794678493,0.68,0.471212071,0.056346,0.039765025,0.226707768,0.296174721,0.198606,0.104541015,0.42036,0.221528234,126.74598,31.54370009,0.051298107,0.159895745,4,4,1,3,2,1,2,1,4,5,1,2,1,3,2,4,5,0,1,0,0,2,1,1
ISFP,SP,🍂Rosemary🍂,7Ia88b88iO9vNybGR718h3,50,0.57692,0.150677225,0.55618,0.224560404,-8.18572,3.708214615,0.58,0.498569382,0.060824,0.049668023,0.38113238,0.352805124,0.14668,0.096351241,0.397098,0.245939708,117.41386,25.96850882,0.056414326,0.160245525,2,3,6,2,1,2,3,1,0,4,2,5,2,1,1,2,2,2,1,1,1,1,4,1
ISFP,SP,owo,4OR63WCyicwTUSXo5AaGLW,30,0.541633333,0.161955397,0.500433333,0.218604143,-9.684766667,4.292021143,0.933333333,0.253708132,0.06587,0.063584194,0.396680947,0.36685532,0.153493333,0.116670098,0.383856667,0.189695316,122.9229333,32.5263241,0.121433828,0.229540713,4,1,4,1,2,0,1,0,0,3,1,3,0,5,0,2,0,0,0,0,0,0,0,3
ISFP,SP,ISFP,5HCBOya1zh2aIhV2qX0dhL,19,0.531263158,0.128654508,0.854052632,0.179620116,-4.745526316,2.164750213,0.684210526,0.477566933,0.111136842,0.08040546,0.106364848,0.228672463,0.201363158,0.123114419,0.461489474,0.21103556,140.4333684,30.00431985,0.000668221,0.002337189,0,1,3,1,0,1,1,0,1,1,0,2,0,4,2,0,0,1,0,1,0,0,0,0
ISFP,SP,Embracing my inner ISFP,2EKfnFB9YwKJoGWlFBTw30,50,0.5457,0.130581627,0.59942,0.185387304,-7.7622,2.884880424,0.76,0.431419111,0.064236,0.057541299,0.23022096,0.288091494,0.163684,0.122648644,0.379286,0.222988158,121.56286,28.96831469,0.03738723,0.13534363,6,3,9,2,4,2,2,2,1,2,0,1,2,3,0,1,0,2,1,0,0,4,1,2
ISFP,SP,Isfp,6pTBjM7HOkMON5M8wFWBTH,34,0.642058824,0.141744743,0.719852941,0.177121621,-6.344411765,2.611295384,0.647058824,0.48507125,0.114555882,0.110975545,0.2027405,0.256867049,0.218097059,0.220556722,0.582082353,0.23214447,129.6642647,27.13325956,0.068547144,0.201517698,3,2,7,1,0,2,0,0,3,2,0,3,2,1,2,0,4,1,0,0,0,0,0,1
ISFP,SP,Isfp :P,5skWZlIpi26jXuuDrWLGj2,50,0.55182,0.149301187,0.66864,0.15946873,-6.59316,2.483910572,0.64,0.484873221,0.053518,0.041934179,0.151942808,0.224680876,0.183516,0.128019344,0.47484,0.213242926,128.08928,31.13443647,0.127495289,0.244115283,6,4,1,4,2,1,2,1,3,3,0,3,5,5,3,2,0,1,3,0,0,0,0,1
ISFP,SP,isfp :o,44rfItmwTJ8wdwP2uswseb,50,0.5735,0.137358796,0.67244,0.194218703,-6.45208,2.67412623,0.66,0.478518121,0.065552,0.047813465,0.203619448,0.287497562,0.176946,0.128916388,0.48326,0.20187709,124.04748,31.50749364,0.035421004,0.135402835,3,3,0,5,5,0,4,3,2,3,0,3,3,3,3,3,1,0,0,0,1,2,1,2
ISFP,SP,🧸𝕚𝕤𝕗𝕡🧸,2fTrGZFPUPDhGt5b11lQQ9,46,0.530869565,0.128437725,0.640217391,0.194372485,-6.768369565,2.175885611,0.543478261,0.503610155,0.052656522,0.035064732,0.284781052,0.298121956,0.195282609,0.126858427,0.429347826,0.203167278,124.7832391,32.75107117,0.041044468,0.153528685,6,4,2,5,0,1,1,2,2,1,1,3,4,3,1,1,3,1,0,2,0,0,1,2
ISFP,SP,% SKY’S PLAYLIST !!,3fIVuNPRJHD4o2u3ctuaYf,50,0.57338,0.139694695,0.721,0.191695124,-7.08984,3.75384703,0.52,0.50467205,0.138616,0.112454911,0.13100436,0.206498161,0.239282,0.160627295,0.545838,0.21888223,126.01124,35.17867363,0.123286904,0.282439822,1,7,2,0,0,3,2,0,2,3,0,1,5,4,2,1,7,2,3,0,1,0,1,3
ISFP,SP,ISFP - Taylor's Version,2qiHuzWianQ5M15dj9XFfp,38,0.608421053,0.102606209,0.635421053,0.153921291,-7.104921053,2.365111795,1,0,0.054802632,0.043614624,0.226201868,0.291370038,0.145402632,0.086335663,0.441002632,0.196138451,119.9606053,27.06858531,0.004546886,0.026903781,7,0,4,0,5,0,5,0,3,6,0,1,0,6,0,0,0,0,0,0,0,1,0,0
ISFP,SP,ISFP-T VOL II,6t4R7D5Y3ruaFteEqwrpXE,50,0.576666667,0.179813773,0.640272917,0.221868671,-8.123833333,4.874252319,0.583333333,0.498223795,0.089308333,0.095687192,0.230044881,0.298431056,0.207414583,0.154452859,0.43120625,0.231330083,122.350625,29.93103321,0.130332015,0.284324732,2,5,7,0,2,1,1,4,0,5,3,3,1,1,3,1,2,1,2,3,0,1,0,0
ISFP,SP,isfp songs,59E53V4GfQfVVpiQZ5YAQd,50,0.5552,0.165025168,0.6343,0.21432802,-7.12766,3.090635735,0.62,0.490314351,0.064128,0.06367726,0.2621456,0.298145858,0.15501,0.079400671,0.411122,0.204577229,112.46222,29.36930118,0.046561476,0.173844403,9,3,3,2,2,3,3,3,2,2,1,1,3,2,1,0,3,1,0,2,0,2,0,2
ISFP,SP,isfp,4bLLTgCUbblIbiazjRkS4q,40,0.561775,0.147347572,0.59165,0.186454855,-8.671325,3.502930102,0.775,0.422902062,0.06441,0.064032927,0.2729272,0.316155766,0.1635075,0.103463496,0.4498475,0.244630286,126.134675,27.60557994,0.021642373,0.059296231,6,2,6,1,4,2,2,0,1,2,1,2,3,4,0,0,0,0,1,0,0,1,1,1
ISFP,SP,Isfp music 🎶 ,1fb4f7aQ4S3heN9L31FozD,50,0.54198,0.142872926,0.62982,0.171708782,-7.00756,2.087234008,0.64,0.484873221,0.057208,0.050589524,0.2359452,0.25663217,0.195786,0.132585058,0.388262,0.20553849,121.29062,30.81506394,0.011373231,0.036866567,8,3,2,4,1,3,3,2,2,3,0,4,3,4,1,0,1,2,1,0,0,2,1,0
ISFP,SP,ISFP,5XGeXj8PafUEHLNasoV8T4,50,0.62228,0.15244578,0.65902,0.178882642,-7.0674,2.758726747,0.66,0.478518121,0.06076,0.071065336,0.19091474,0.253467129,0.162416,0.101679744,0.555122,0.199145361,125.58208,28.15061676,0.170078742,0.277858845,3,3,4,2,1,1,2,2,1,1,0,1,2,8,0,2,5,3,0,0,1,1,1,6
ISFP,SP,fail-fm,1UgpgTGXu3HitLp23u7DjQ,50,0.67396,0.123107545,0.61081,0.208357789,-6.43476,2.959242647,0.66,0.478518121,0.08206,0.07365594,0.29143376,0.31630306,0.162854,0.121516416,0.52396,0.196379055,118.28568,27.88042591,0.004790709,0.033078609,5,3,3,2,4,4,1,3,3,2,1,5,1,2,1,2,0,2,1,0,1,1,1,2
ISFP,SP,ISFP songs 💛🎨,3RsX5K5xb6rw8eiHlsCc5o,50,0.573,0.170223503,0.59044,0.205384474,-7.89344,3.040424582,0.6,0.494871659,0.070726,0.066858998,0.2803212,0.282687351,0.166734,0.106940236,0.387492,0.233652609,120.3992,28.51669003,0.043154226,0.149528143,9,4,3,2,2,2,2,3,1,2,0,2,6,1,1,2,2,2,1,0,0,2,1,0
ISFP,SP,isfp (taylor's version),0B7tsa4G0ngD5UA4rAhqIN,15,0.5996,0.100529882,0.600733333,0.166824316,-7.8706,2.534178109,1,0,0.061633333,0.053044222,0.253218533,0.300816887,0.153286667,0.077699447,0.389913333,0.211554055,124.3808,30.14826667,0.000221395,0.000669025,2,0,3,0,3,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0
ISFP,SP,koala fav boy<3,5Dch8YnxCJPM6THW9b3Wbx,32,0.56071875,0.10712767,0.6048125,0.168194288,-6.5064375,2.013938493,0.875,0.336010753,0.045428125,0.017455478,0.274296875,0.29039944,0.156903125,0.103297255,0.40365625,0.161206661,127.1047813,33.03851093,0.000195879,0.000988861,5,0,4,0,2,0,2,2,0,4,0,6,0,2,1,2,0,0,1,0,0,0,0,1
ISFP,SP,isfp,70JEKe3vDO005yKxxFORw0,16,0.597375,0.094942702,0.5845625,0.23758338,-7.9021875,4.335643685,0.375,0.5,0.0883875,0.104123138,0.322514375,0.36110629,0.1732375,0.113335989,0.43583125,0.235372838,121.316,23.40600982,0.106274071,0.28639737,0,1,1,3,0,0,0,2,0,1,0,0,1,1,2,0,0,1,1,0,0,0,0,2
ISFP,SP,ISFP vibe,1cJRbrBzU9ffdJe2jimYz4,50,0.577955556,0.16646921,0.610488889,0.17775732,-7.426066667,2.666225417,0.666666667,0.476731295,0.055893333,0.050484585,0.2375762,0.277330036,0.157493333,0.095989799,0.415291111,0.199564328,116.4448,28.84541678,0.02577985,0.088822656,6,4,5,2,2,0,0,3,1,5,2,2,3,2,1,0,0,2,0,1,0,2,1,1
ISFP,SP,ISFP,2YUQOa9KTZemcXUXUEsEOc,31,0.486774194,0.208076702,0.415303226,0.239209006,-12.26554839,5.958610262,0.64516129,0.486373457,0.042987097,0.021992131,0.601027903,0.326930662,0.181012903,0.167507464,0.370725806,0.249256842,107.2087419,24.76997164,0.253984791,0.376525178,2,2,1,1,1,0,1,1,3,3,1,0,3,4,1,3,2,0,1,1,0,0,0,0
ISFP,SP,he can fix me guys,3XPhY3jXeizsXXqPOJ31vY,22,0.580181818,0.167780933,0.554727273,0.196312962,-7.382045455,2.413555557,0.818181818,0.394771017,0.044659091,0.024077883,0.411953605,0.310022435,0.187845455,0.128335957,0.5675,0.186010432,113.0015455,29.82568416,0.04228579,0.182179565,1,0,1,0,2,0,2,1,2,3,0,2,0,2,1,1,0,1,1,0,0,2,0,0
ISFP,SP,isfp 4w3,1oq3j0w2UNWulmjniL6dlA,50,0.5992,0.13932212,0.62176,0.184392279,-7.02526,2.626716075,0.58,0.498569382,0.051594,0.03039576,0.26205706,0.275997,0.169274,0.119881608,0.492864,0.248229001,118.39292,23.03170301,0.031974589,0.108760435,11,1,1,2,3,3,2,1,2,4,3,1,4,2,2,1,0,1,2,1,0,0,2,1
ISFP,SP,isfp,38NV8TbHlj4LCK2HYJjvas,40,0.548975,0.164266589,0.6147965,0.205997904,-8.041825,3.763300487,0.65,0.483045892,0.06582,0.064864084,0.280693425,0.293134123,0.173945,0.123176109,0.385795,0.220262636,122.2289,28.35191793,0.049510168,0.153046573,8,3,2,3,1,2,3,2,2,2,1,3,2,1,1,0,0,1,2,0,0,1,0,0
ISFP,SP,ISFP,4W7ez2vQmYITy9vyDTAzLx,17,0.511647059,0.161785715,0.717764706,0.18248477,-5.980823529,1.584615381,0.647058824,0.492592183,0.049317647,0.023222006,0.074823529,0.124798284,0.180564706,0.115195996,0.365094118,0.187074576,123.6920588,29.15200343,0.007480643,0.027554829,3,1,1,1,2,0,0,0,1,0,0,1,2,1,1,0,2,0,0,0,0,1,0,0
ISFP,SP,for my isfp<3,2inDXUr3nxrdUVMusVWgBZ,50,0.61354,0.166163457,0.587314,0.188626786,-7.87254,3.354394603,0.64,0.484873221,0.06541,0.064885835,0.29542882,0.322695098,0.192456,0.119379929,0.49274,0.221046991,119.56936,30.74056972,0.079282172,0.195805712,11,2,2,2,1,2,4,1,1,4,1,1,3,2,1,1,3,1,0,1,1,0,2,3
ISFP,SP,isfp 4w5 sp/so,6hTX3joNjQSNY6Meij0Cch,18,0.4335,0.120753151,0.507611111,0.171375453,-9.478555556,3.345102025,0.555555556,0.511309993,0.048944444,0.03550934,0.4988325,0.302251373,0.197583333,0.191775461,0.331138889,0.275804622,117.8079444,28.02820301,0.088134708,0.160102406,1,0,1,2,0,0,5,1,0,1,0,0,2,2,1,0,0,0,1,0,0,0,1,0
ISFP,SP,ISFP <3,0exmBGOlHFOBWJKr4ecAfw,12,0.532833333,0.134006671,0.629916667,0.191804094,-7.39,3.225014785,0.416666667,0.514928651,0.049183333,0.030852666,0.201314167,0.253315449,0.1789,0.128609126,0.383083333,0.133842824,132.0741667,35.56240238,0.017375877,0.054755161,3,0,0,1,0,1,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0
ISFP,SP,Angele (ISFP),7FEGX65HvjtIn1GjFghCn5,12,0.575916667,0.135201841,0.69,0.180960066,-6.970333333,2.80081671,0.583333333,0.514928651,0.049166667,0.02111864,0.18378325,0.215413674,0.16865,0.112456598,0.595666667,0.251649949,125.3554167,21.52067552,0.100151091,0.24776653,1,0,0,0,0,2,0,0,0,3,0,1,1,2,0,0,0,0,1,1,0,0,0,0
ISFP,SP,Tulip : ISFP,36ENjADMfpHo5TraAwvcUO,35,0.594542857,0.144424282,0.6252,0.204912865,-6.478142857,3.228040811,0.628571429,0.490240894,0.075968571,0.092211294,0.3546202,0.289632187,0.16786,0.093760095,0.476714286,0.217182435,117.1420571,32.27797526,8.97E-05,0.000496323,2,3,2,0,0,2,3,3,1,2,0,5,1,1,0,1,1,0,3,0,0,2,3,0
ISFP,SP,"isfp, by infp :]",4Bdq7OnWQKedptPYNI5u9F,32,0.6438125,0.129315927,0.5935,0.160836723,-7.1365625,4.677726412,0.78125,0.420013441,0.079546875,0.069766412,0.311111563,0.309441328,0.165828125,0.114681894,0.45484375,0.221463768,114.9394063,24.02479014,0.026918405,0.128958646,4,2,2,1,1,0,0,0,6,3,0,2,1,3,2,1,1,0,1,0,0,1,1,0
ISFP,SP,-unhealthy- isfp 4w3(sad),2nNylGG1mclUBxX3wWj7A8,19,0.422315789,0.140374124,0.358473684,0.234255646,-9.997947368,2.905686522,0.842105263,0.374634325,0.035826316,0.007744593,0.597866232,0.376568256,0.104826316,0.023918213,0.268052632,0.179437589,121.9245263,28.08316096,0.130074612,0.283911284,4,3,5,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
ISFP,SP,isfp songs,1qSjr1RZ0uA3Fd1155E9zM,20,0.45635,0.104731876,0.63485,0.234301487,-7.03265,3.580696099,0.55,0.510417786,0.04925,0.023927247,0.1851555,0.270227283,0.221085,0.173945655,0.349655,0.15690273,130.412,33.90809075,0.04687068,0.117951425,2,1,1,1,1,0,1,3,0,0,0,2,1,1,0,1,0,2,1,0,0,1,1,0
ISFP,SP,ISFP,0Zd9mSUg4PD59jPxa9Lrnf,4,0.61375,0.114220182,0.66575,0.161088744,-6.96,3.351985382,0.5,0.577350269,0.042825,0.020294724,0.2246675,0.277982059,0.17845,0.100017382,0.51025,0.09826622,127.88825,36.71944389,2.00E-05,1.54E-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ISFP,SP,ISFP,6M8W3LsUvNs5ut9bOUShWd,19,0.563947368,0.166344513,0.560631579,0.156340515,-8.094631579,1.729249941,0.368421053,0.495594628,0.162321053,0.098852655,0.255241053,0.232532732,0.244236842,0.172810941,0.474884211,0.209104145,115.611,34.89585179,0.019695499,0.05685429,0,3,0,1,0,0,0,0,1,1,0,1,0,0,4,0,1,3,2,0,0,0,1,1
ISFP,SP,pov : you're a isfp-t,6ohdD0wssRv8N22mOo1Wqk,46,0.511956522,0.132736155,0.497673913,0.157334753,-7.833673913,2.543274312,0.760869565,0.431265971,0.046343478,0.030464286,0.443454543,0.312760048,0.158108696,0.075998154,0.324558696,0.153411581,125.5314783,27.8911435,0.06698997,0.193912896,2,4,1,0,3,1,4,1,4,0,1,6,3,1,1,4,0,0,3,1,0,2,0,4
ISFP,SP,ISFP-T VOL III,2d46xofQxQLCmP1Lnl41Dl,50,0.57826,0.162383624,0.69932,0.18047222,-6.24214,3.051762682,0.54,0.503457434,0.1004,0.125311447,0.207680646,0.242090924,0.18338,0.124703753,0.411392,0.21754897,118.0792,30.83063101,0.066625411,0.207172935,5,1,5,3,0,4,5,0,2,2,0,0,2,3,2,0,4,3,1,1,0,0,3,4
ISFP,SP,ISFP💛,2lbjwbNlS8xbBl8WZrjNJi,29,0.497448276,0.136861918,0.599206897,0.237240743,-7.154689655,2.670026138,0.655172414,0.483725281,0.048151724,0.033120749,0.23657071,0.299343176,0.193717241,0.15072101,0.395241379,0.165054245,120.3272414,30.06661291,0.00723183,0.028583882,4,2,0,2,0,1,4,1,2,3,0,1,0,1,0,1,3,1,0,1,1,0,0,1
ISFP,SP,ISFP playlist,2txCUsr2R6sHVrijPFPuB6,50,0.61586,0.174062856,0.588136,0.231441164,-8.1096,4.481280871,0.52,0.50467205,0.080918,0.125365972,0.304219148,0.328284092,0.168522,0.119545219,0.51384,0.234363088,119.82292,30.70104691,0.148702528,0.293408313,7,3,1,2,4,3,2,1,1,2,3,0,2,3,2,0,4,2,2,1,1,2,1,1
ISFP,SP,ISFP,0tgow3nvgayVndxH8LBd5Q,12,0.4735,0.135037705,0.589416667,0.2198551,-6.98525,1.77499701,0.583333333,0.514928651,0.037225,0.009264706,0.3052725,0.318313107,0.218,0.122739932,0.37775,0.14435633,120.5059167,32.99410264,0.017542861,0.037756681,2,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
ISFP,SP,ISFP ,2pfkkkXxg2NxIHyjZfTh3d,50,0.5302,0.112301889,0.60314,0.187705045,-7.67584,2.848395863,0.64,0.484873221,0.036464,0.012136179,0.278546092,0.318464136,0.16744,0.138455765,0.432638,0.211667098,118.44728,32.53706933,0.186497616,0.315151831,3,1,2,4,0,1,5,3,5,1,1,3,1,6,0,2,2,3,1,1,0,3,1,1
ISFP,SP,🍂Rosemary🍂,3NODcKCNapTXGwmP6vdicd,30,0.5658,0.164616252,0.547603333,0.227570352,-8.9073,3.817652467,0.566666667,0.504006933,0.085813333,0.098449216,0.3105434,0.328469176,0.15663,0.107940904,0.36724,0.224944724,120.7827667,30.16147268,0.066901669,0.171023475,2,0,3,0,0,2,2,3,0,1,1,2,1,3,1,2,1,0,1,1,0,1,2,1
ISFP,SP,Melancholic-Sanguine 4w5 🍃,5NNXCm394tNgGQig7qXtxe,8,0.63025,0.119288067,0.483375,0.15149723,-10.61075,4.688347554,0.625,0.51754917,0.0922,0.079783403,0.254725,0.284629266,0.118425,0.046893824,0.4355,0.285347407,130.971625,36.40699136,0.133018439,0.165327715,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
ISFP,SP,ISFP,5wq43SNLeTpWsxDVtHaJ9S,50,0.55788,0.144819753,0.65984,0.212487249,-6.9039,4.278911025,0.54,0.503457434,0.06161,0.046896096,0.253343772,0.295822113,0.202478,0.134108628,0.45422,0.220785185,120.61434,30.42913983,0.024211711,0.119849013,4,3,4,2,0,4,1,3,3,2,0,3,2,2,1,1,7,0,2,0,0,2,2,2
ISFP,SP,ISFP moment,2quLJKoTXbcbcHP43QWer4,50,0.46014,0.122417487,0.668176,0.211734272,-7.55138,3.671093158,0.7,0.46291005,0.043184,0.023655231,0.144258723,0.26555103,0.17296,0.124413209,0.392338,0.229682938,130.73276,29.43086906,0.209222851,0.302580607,7,3,8,1,0,1,6,4,0,2,1,0,1,4,0,0,2,0,2,1,2,0,0,5
ISFP,SP,Isfp,3r8EqxjEf1UGA1iV5ScpdR,14,0.513857143,0.154873078,0.684928571,0.163190999,-6.860071429,1.377092671,0.857142857,0.36313652,0.055757143,0.034800303,0.179583571,0.223959625,0.175442857,0.101635167,0.432278571,0.223871241,120.8793571,33.93964094,0.000435409,0.001115296,3,2,1,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,1,0,1
ISFP,SP,ISFP,4FtVrPMaLgUChE5uFTdogg,50,0.53388,0.155175298,0.65482,0.187722949,-6.45064,2.220901571,0.56,0.501426536,0.05626,0.04470318,0.227257758,0.274903184,0.187792,0.135185904,0.408402,0.201449129,120.32684,27.32925355,0.005014217,0.021195102,7,3,1,2,1,3,2,4,2,3,0,2,4,4,1,2,3,2,1,1,1,1,0,0
ISFP,SP,ISFP,6mOb5lXJARls4uPopgsM8L,5,0.5504,0.185501482,0.7394,0.162330835,-6.3982,1.352141154,0.6,0.547722558,0.11352,0.077171154,0.44188,0.368554843,0.15664,0.108077509,0.36078,0.211824201,120.1992,32.63279221,0.000850874,0.001774264,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
