playlist_name,mbti,transfer_emb_0,transfer_emb_1,transfer_emb_2,transfer_emb_3,transfer_emb_4,transfer_emb_5,transfer_emb_6,transfer_emb_7,transfer_emb_8,transfer_emb_9,transfer_emb_10,transfer_emb_11,transfer_emb_12,transfer_emb_13,transfer_emb_14,transfer_emb_15,transfer_emb_16,transfer_emb_17,transfer_emb_18,transfer_emb_19,transfer_emb_20,transfer_emb_21,transfer_emb_22,transfer_emb_23,transfer_emb_24,transfer_emb_25,transfer_emb_26,transfer_emb_27,transfer_emb_28,transfer_emb_29,transfer_emb_30,transfer_emb_31,transfer_emb_32,transfer_emb_33,transfer_emb_34,transfer_emb_35,transfer_emb_36,transfer_emb_37,transfer_emb_38,transfer_emb_39,transfer_emb_40,transfer_emb_41,transfer_emb_42,transfer_emb_43,transfer_emb_44,transfer_emb_45,transfer_emb_46,transfer_emb_47,transfer_emb_48,transfer_emb_49,transfer_emb_50,transfer_emb_51,transfer_emb_52,transfer_emb_53,transfer_emb_54,transfer_emb_55,transfer_emb_56,transfer_emb_57,transfer_emb_58,transfer_emb_59,transfer_emb_60,transfer_emb_61,transfer_emb_62,transfer_emb_63,transfer_emb_64,transfer_emb_65,transfer_emb_66,transfer_emb_67,transfer_emb_68,transfer_emb_69,transfer_emb_70,transfer_emb_71,transfer_emb_72,transfer_emb_73,transfer_emb_74,transfer_emb_75,transfer_emb_76,transfer_emb_77,transfer_emb_78,transfer_emb_79,transfer_emb_80,transfer_emb_81,transfer_emb_82,transfer_emb_83,transfer_emb_84,transfer_emb_85,transfer_emb_86,transfer_emb_87,transfer_emb_88,transfer_emb_89,transfer_emb_90,transfer_emb_91,transfer_emb_92,transfer_emb_93,transfer_emb_94,transfer_emb_95,transfer_emb_96,transfer_emb_97,transfer_emb_98,transfer_emb_99,transfer_emb_100,transfer_emb_101,transfer_emb_102,transfer_emb_103,transfer_emb_104,transfer_emb_105,transfer_emb_106,transfer_emb_107,transfer_emb_108,transfer_emb_109,transfer_emb_110,transfer_emb_111,transfer_emb_112,transfer_emb_113,transfer_emb_114,transfer_emb_115,transfer_emb_116,transfer_emb_117,transfer_emb_118,transfer_emb_119,transfer_emb_120,transfer_emb_121,transfer_emb_122,transfer_emb_123,transfer_emb_124,transfer_emb_125,transfer_emb_126,transfer_emb_127
INTJ Radio,INTJ,-0.07307825,-0.3894332,-0.23866579,-0.13068992,-0.2876996,0.24455833,0.13631979,-0.14229967,0.24887888,0.5748441,0.23130547,0.0011475814,-0.24850768,-0.25825334,-0.3542516,0.18571791,-0.35928294,-0.54199994,-0.2372045,-0.19669321,-0.17349298,0.24017537,-0.25512996,-0.43164843,0.4468927,0.6614059,-0.13686086,0.2721795,0.30579442,-0.15090889,-0.26810992,-0.6410835,0.30688676,0.41939342,0.3866297,0.42947373,0.3899872,0.4879544,0.30882892,0.43437287,0.22936329,0.48160052,0.53167933,0.45543227,0.51911646,0.38095975,0.40552673,0.39008665,0.506163,0.6334894,0.36889404,0.46136802,0.36773884,0.2168391,0.61484635,0.39474797,0.361393,0.68125737,0.37641132,0.37918505,0.37071112,0.42164376,0.306407,0.49351695,-0.93402165,-1.2972697,-1.4728515,-1.0057867,-0.9042367,-0.6139939,-0.665575,-0.84018743,-0.12553425,-1.2583213,-0.70371705,-1.0685366,-1.3187598,-1.9043971,-1.0533568,-0.5647441,-1.5497086,-2.5676045,-1.4039052,-1.1706833,-1.1679854,-0.20093213,-1.2418456,-1.1270975,-0.2221136,-1.4874624,-0.9955917,-0.51490635,-0.91382,-0.88764864,-1.0560483,-1.6560059,0.43573156,0.9062295,0.28074992,0.923689,0.904688,1.212176,0.83028424,1.6250643,0.87249243,1.4360754,1.6316786,0.8968288,0.92874634,0.3927509,0.76203585,0.9983884,0.52347034,0.7485078,0.43300116,1.6636925,0.5239314,0.7510627,1.553782,0.4975465,1.5780293,1.7114034,0.7375585,0.99343425,1.0736029,0.8244383,0.44055942,0.59157884
INTJ women personality ,INTJ,-0.06024555,-0.276675,-0.3058701,0.12690534,0.103592515,0.026872363,0.20952304,0.10962313,0.52695084,0.020557066,0.4644722,-0.29142842,-0.07239771,-0.4491319,-0.38353983,0.014120026,-0.09336926,-0.637454,-0.43726668,0.3046501,-0.17247666,0.20069383,0.275069,-0.2706605,0.40751496,0.08732949,-0.09517563,0.15305184,0.2072773,0.007631837,-0.1254309,-0.27957132,0.41269955,0.5279534,0.63411653,0.5188538,0.4473227,0.7901175,0.47690082,0.52124685,0.43891236,0.7050443,0.58662784,0.6758387,0.79701346,0.4993694,0.6721622,0.5748478,0.6192678,0.798709,0.6172274,0.74357384,0.5011422,0.30540445,0.81169516,0.6217569,0.61935484,0.7278204,0.6728683,0.44879314,0.39444637,0.58279014,0.44529238,0.64206046,-0.96496004,-1.4908772,-1.9116654,-0.99171376,-1.0663698,-1.816548,-0.8790748,-1.1865703,-0.46554312,-1.9922895,-0.79540724,-2.0392373,-1.9974266,-1.6964111,-2.369465,-1.3125305,-1.5049597,-2.9525983,-2.3033109,-1.4598904,-1.5079594,-0.5234593,-1.4387598,-2.0697436,-1.2414088,-2.0051684,-1.5237156,-0.87514853,-0.89766616,-1.264589,-1.050767,-1.9710592,0.7382562,0.76195884,0.9215354,1.7493507,1.0243064,1.6529163,1.4890244,1.1984116,1.6570826,1.2255054,2.031872,1.0664413,2.8150442,0.85847574,1.1954557,1.3046148,1.2971544,0.9555905,0.858697,2.0776565,0.9101313,1.0352947,3.1414971,0.78494424,2.2919948,1.9189433,1.272797,1.040668,1.1022344,1.3969105,1.0845345,1.4356107
İntj playlist,INTJ,-0.066653155,-0.27804998,-0.31324428,0.07590231,0.14596452,0.20119843,0.29007125,0.014795399,0.55062443,0.027219098,0.44758716,-0.27974424,0.14983337,-0.3334806,-0.34967348,0.08316455,-0.074642204,-0.6641209,-0.6138518,0.21310484,-0.11743443,0.18228683,0.3996799,-0.11659868,0.3857286,-0.119132474,-0.13623285,0.14075619,0.10834779,-0.046302058,-0.22951065,-0.13388856,0.4655821,0.5916695,0.6479027,0.5656271,0.5466143,0.727772,0.61425805,0.63388205,0.4939183,0.7196353,0.6541995,0.5040809,0.77366084,0.5679898,0.5415938,0.5057958,0.62782377,0.9045535,0.5146298,0.7679298,0.5599336,0.28646937,0.73799276,0.5390337,0.6031541,0.7336996,0.6796548,0.39768472,0.43741158,0.51640236,0.47279015,0.62715966,-1.6015916,-1.4812771,-2.116795,-1.039533,-1.626083,-1.5592419,-1.4478431,-0.9680809,-0.5705347,-2.28896,-0.8597551,-2.2201903,-1.4667078,-1.9786338,-1.8852142,-1.138447,-1.1568949,-3.084115,-2.169338,-1.1446171,-1.40057,-0.5454121,-1.2534844,-1.727119,-1.4069213,-1.8242899,-1.6486827,-0.7726235,-1.0190676,-1.1021851,-1.1986754,-1.6358069,0.994143,1.5501292,0.8509445,1.9097737,1.3834636,2.3375096,1.6837686,1.521088,2.1613762,1.6422583,1.8567626,0.887076,2.164911,0.68170106,0.8271552,1.3427966,1.6086898,0.9979975,0.42625895,2.11748,1.259433,0.80354816,2.6919034,0.7912975,2.0128744,2.0808735,1.6245823,1.2170901,1.1024741,1.1747833,1.2906835,1.4324689
Intje 2025,INTJ,0.072104685,-0.3192689,-0.11774521,0.15732388,-0.04436762,0.097677246,0.10237306,0.00043166446,0.46893942,0.26626283,0.55025953,0.0073630824,0.09821106,-0.26980302,-0.337308,0.03487733,-0.2260357,-0.7754531,-0.462376,0.04192468,-0.18411748,0.23760788,0.21365915,-0.15088284,0.33554566,0.09372217,-0.22558135,0.15794024,0.25867844,-0.0149591565,-0.2511595,-0.38589194,0.41789946,0.5260068,0.48475212,0.5684175,0.45427355,0.6492523,0.5119333,0.51024663,0.47289968,0.7873311,0.52620035,0.4946902,0.663448,0.42124093,0.56537867,0.48529112,0.5448023,0.80893975,0.47953627,0.7605912,0.455615,0.2786118,0.5888792,0.5678474,0.5995485,0.6390354,0.5960078,0.39995182,0.44525278,0.4745719,0.42934614,0.70627433,-1.3757564,-1.5845175,-1.5818745,-0.9908175,-1.1048043,-2.2265892,-1.1798439,-0.99042386,-0.3563028,-1.5130032,-0.5187057,-1.4728428,-1.3407588,-1.2161751,-2.172207,-1.0985249,-1.3252779,-2.7432375,-1.5156373,-1.0936011,-1.3782523,-0.51590216,-1.0030986,-1.4522876,-1.17884,-1.729991,-1.7022169,-0.7480872,-1.0790845,-1.1471021,-1.191621,-2.0160723,0.72638285,0.8945913,0.83082044,1.3430977,0.7784192,1.7754838,1.1393462,1.2136257,1.7910671,1.7873685,1.9469678,1.2133647,1.7993042,0.5202194,0.51308393,1.0047232,0.99235904,0.68279403,0.90658855,1.7585329,0.843041,1.1380948,1.5981635,0.8454496,1.5385044,1.905724,1.6279167,0.9909413,1.2893296,0.8955904,1.0429201,1.4232211
INTJ♀,INTJ,-0.06432057,-0.40727925,-0.18863927,0.004048315,0.041482933,0.019590955,0.36511937,-0.14502496,0.41732207,0.050480276,0.2543585,-0.19556294,-0.22729346,-0.225623,-0.3413056,0.05901342,-0.26083955,-0.3940762,-0.3874316,0.052771427,0.018969039,0.23239864,0.083141916,-0.17480339,0.4570159,0.23368758,0.045139577,0.12323164,0.13553336,-0.019197745,-0.28237402,-0.18992095,0.44135094,0.5923929,0.48550543,0.5457741,0.4887515,0.61300427,0.48198348,0.49337003,0.4011783,0.7102681,0.5724479,0.64954513,0.6223713,0.47538257,0.60415167,0.4990164,0.5633382,0.6957815,0.50860196,0.6405145,0.43559605,0.29695582,0.7390036,0.6277124,0.5294051,0.77763027,0.6145001,0.4153724,0.41000414,0.49251932,0.37137252,0.6704613,-1.4418117,-1.7304289,-1.6924477,-1.7374296,-1.3566953,-2.3180583,-0.8773091,-1.4556934,-0.2843641,-2.2148762,-0.8555564,-2.963613,-1.846292,-2.3218513,-2.1573706,-1.1955283,-1.6221409,-2.2385507,-1.8440347,-1.2668091,-1.0994365,-0.54587007,-1.596588,-2.91616,-1.4398904,-2.5133684,-1.7557629,-0.8530043,-1.1600308,-1.6345105,-1.2505399,-1.8593158,1.2171429,1.7965237,1.027137,1.9097737,1.7215921,1.6248846,1.8933735,1.4007312,1.9529531,1.614969,1.9189708,1.6800369,1.4207737,0.83784443,1.0328915,1.7404214,1.8583713,1.212824,1.5129925,2.008537,1.0040946,1.4233763,2.452085,1.1098996,2.0825167,2.4934642,1.9570827,1.4823217,1.1826364,1.2876219,0.81657875,1.8140743
intj 🍃,INTJ,-0.06486017,-0.4064661,-0.30332598,-0.08206658,-0.2475122,0.4081208,0.030156974,-0.06136489,0.309432,0.5648406,0.4251513,-0.013414151,0.035247445,-0.25944847,-0.44963604,0.24940847,-0.2087407,-0.7264284,-0.4539841,-0.1278309,-0.2182968,0.2301832,-0.0015643797,-0.35131183,0.3450874,0.42087287,-0.33649153,0.34530658,0.24157818,-0.28710565,-0.1687957,-0.58008766,0.35865298,0.48025018,0.43913603,0.5278034,0.473388,0.53398424,0.38905522,0.5159119,0.34075537,0.6053136,0.612563,0.469791,0.5823033,0.45883897,0.48016962,0.46595228,0.5360449,0.76603234,0.4190276,0.62458,0.40401113,0.22832508,0.705438,0.449673,0.466411,0.7136188,0.5329471,0.4224246,0.4027331,0.4634414,0.38972345,0.620655,-1.120688,-1.836648,-1.6707474,-1.2054524,-1.5523028,-2.0243106,-0.852572,-1.3901715,-0.7521806,-1.3824415,-0.8724739,-2.4333875,-1.999225,-1.5489029,-2.4911468,-1.2168888,-1.4498433,-2.9221175,-1.6590401,-1.3584938,-1.19084,-0.4837428,-1.9285736,-1.6486654,-1.1588254,-1.5014889,-1.855533,-0.73306507,-2.1233466,-1.446794,-1.1675034,-2.1092842,0.8839912,1.0038284,1.0025439,1.6891627,1.0275906,1.6046745,1.4910524,1.4347614,1.5329233,1.8547369,1.9238065,1.2741929,1.4247726,0.8520925,0.91500676,2.1806242,1.234931,1.3646979,0.9516028,1.6636925,1.3622367,0.9383211,2.054332,0.73584455,1.9035959,1.9679838,1.6136686,1.4924921,1.2421839,0.96504724,1.1189625,2.9194224
INTJ playlist song tik tok ,INTJ,0.036186192,-0.25800902,-0.46615595,0.4488179,0.16122864,0.15256189,0.15011866,0.29252797,0.74993616,-0.17348592,0.46828428,-0.25375316,0.16007549,-0.55075914,-0.4694267,0.12710059,0.0060953433,-0.91257024,-0.64586556,0.6586328,-0.2512509,0.14288387,0.3134899,-0.20536444,0.5402195,-0.001954559,-0.28971112,0.130018,0.17242123,-0.0029055567,-0.08837898,-0.13507196,0.46503827,0.6297789,0.57409394,0.6906625,0.54144144,0.71493715,0.500597,0.58612055,0.5163109,0.7760206,0.6162433,0.5746274,0.82261586,0.53820974,0.70583385,0.47715977,0.6370203,0.8507753,0.57950366,0.7333353,0.5017827,0.33143362,0.7888577,0.60627335,0.6132773,0.72036415,0.70197684,0.47958118,0.3612579,0.50749475,0.43802315,0.6123875,-1.2508417,-1.5707451,-1.9116654,-1.2376815,-1.2170202,-2.007911,-0.8115522,-0.9622443,-0.31291133,-1.8956782,-1.0218626,-2.0877588,-1.4992756,-2.4203026,-2.2887962,-1.0495746,-1.4594104,-3.2514932,-2.3033109,-0.95412475,-1.6263651,-0.57990825,-1.8449457,-2.0034823,-0.79143715,-2.0315847,-2.2125897,-1.0661539,-1.0192943,-1.1267774,-1.324101,-1.5595423,0.9376344,1.4390432,0.71357155,1.9574586,1.8260342,1.8380232,1.418272,1.6334175,2.1613762,1.5493469,2.043277,1.2509004,2.362559,0.463046,1.1954557,1.198628,1.5840014,0.7851861,0.71991414,2.008537,0.9558586,0.77140445,2.6178412,1.0934974,1.9875524,1.5011233,1.6830497,1.5089725,1.0045217,1.2117084,1.1836141,1.5492138
INTJ's Favorites,INTJ,-0.08014257,-0.37353095,-0.15075493,-0.056737106,0.074388295,0.062093046,0.35154712,-0.11250954,0.47092146,0.12938851,0.45655236,-0.14891776,-0.07123656,-0.2255932,-0.30621833,-0.0051970375,-0.25729412,-0.5254053,-0.44958812,-0.011357875,-0.08004384,0.23229343,0.30650795,-0.13538021,0.4200964,-0.011302043,-0.05323095,0.13851367,0.17693661,0.04082238,-0.28704572,-0.30996612,0.48990026,0.5681787,0.51776177,0.5770131,0.47290948,0.6492636,0.5071399,0.55089074,0.39426538,0.74035805,0.65943664,0.5936348,0.6790997,0.5009106,0.5780355,0.46443984,0.5967331,0.765443,0.50599056,0.6890342,0.48798805,0.27180293,0.7077517,0.58032876,0.5556604,0.6976439,0.61265916,0.44432834,0.4070593,0.5075125,0.42362067,0.6603076,-3.3704467,-1.6433625,-2.0138617,-2.3224304,-1.5118663,-2.1573699,-0.94762355,-1.5071876,-0.6112735,-2.2154198,-1.1054734,-2.3850164,-1.7931954,-2.265053,-2.2385592,-1.311408,-1.6087854,-3.6696544,-2.2478917,-1.1943619,-2.1583564,-0.7269036,-1.7077457,-2.0233676,-1.3055279,-2.3817875,-2.0035398,-0.9052045,-1.0245328,-1.5065033,-1.3144529,-2.05893,0.8816863,1.2873012,1.5293982,1.8846302,1.8438535,2.1578867,1.5942565,1.8815236,1.9802281,1.8458666,3.297,1.6681591,2.4555485,0.80062366,1.019574,1.3578721,1.4115007,1.0591654,0.86511946,2.3278136,1.0731817,0.8739776,3.141651,1.2073162,2.4051812,1.8150623,1.6537759,1.8009498,1.2837161,2.2381554,1.8794984,1.5619149
INTJ vibes,INTJ,0.07558619,-0.22014533,-0.18628213,0.22803062,0.12341028,0.009449854,0.17318712,0.047850084,0.5640515,0.03019735,0.55243075,-0.129885,0.14124992,-0.334316,-0.32859057,-0.009764915,-0.1022137,-0.73291177,-0.5136673,0.20329724,-0.19300516,0.15205616,0.3927893,-0.10647137,0.3354386,-0.10276226,-0.17804264,0.08087577,0.17529841,0.024622714,-0.22108859,-0.22234446,0.399613,0.5814722,0.5781307,0.52775556,0.45767465,0.616881,0.493124,0.60747975,0.45185935,0.6759441,0.5804508,0.5996382,0.7858727,0.50562185,0.64384454,0.46768087,0.5814315,0.89261216,0.578843,0.71100134,0.5312911,0.28567865,0.73643184,0.58164984,0.58401877,0.73743415,0.70862305,0.40403187,0.41250175,0.4638147,0.39935154,0.6182834,-1.0676727,-1.7304289,-1.5669767,-0.97080266,-1.162613,-1.8561366,-0.95022863,-1.4556934,-0.7581411,-2.0476012,-0.84749556,-1.4729245,-1.8922528,-1.899058,-2.2385592,-1.0932093,-1.4751858,-3.3453152,-2.3948612,-0.91095126,-1.8708588,-0.68305856,-1.4708517,-2.0233676,-0.97903603,-1.7107055,-2.0410721,-0.95722425,-1.2609516,-1.0903602,-1.1747688,-1.6251667,0.96082747,1.4053904,0.89276886,1.7809147,1.1131915,1.5809354,1.3078806,1.6242431,1.6369292,1.4458988,1.8547733,1.5177094,2.1785216,0.78342265,1.3494699,0.93245655,1.4115007,0.93291914,0.76339334,1.6464763,0.96426755,0.81249964,2.3544145,0.83958685,2.0825167,2.4891052,1.5071232,1.0565252,1.2095857,1.2190752,0.92262924,2.0202367
isfp's k-pop,ISFP,-0.21279669,-0.57551146,0.045200843,-0.074659705,-0.025752671,-0.30974805,0.5923359,-0.4642429,0.31932476,0.060934503,0.06289717,0.031819206,-0.6518548,0.009322853,-0.42877916,0.15900205,-0.46839982,0.15516868,-0.09695042,0.055812776,0.362949,0.20046258,-0.2400005,-0.2438822,0.59637725,0.612055,0.3707177,0.031475443,-0.010010034,0.09979783,-0.32083806,-0.013248786,0.39218017,0.5328557,0.38290974,0.39673656,0.35758874,0.5776193,0.3711126,0.43366593,0.22765976,0.42498577,0.40914372,0.5769306,0.52875996,0.44693008,0.46193555,0.4360422,0.42488185,0.5881715,0.42510882,0.3762021,0.4063714,0.20418388,0.55923814,0.56577265,0.40929434,0.59413135,0.4476886,0.34616628,0.4152196,0.40401572,0.31816334,0.5508152,-1.6121404,-1.491491,-2.1912038,-1.1681343,-1.7330714,-1.8103701,-0.6679389,-1.3045709,-0.6229906,-0.7122811,-0.696383,-1.5905888,-1.9806669,-1.7594146,-1.7564195,-0.9914396,-1.335717,-2.874931,-2.0741124,-0.91723514,-1.4693553,-0.43756726,-1.4667715,-2.137429,-0.62401193,-1.0637649,-1.9898306,-0.6201875,-1.2445394,-0.956244,-1.1111528,-1.60911,0.52791816,1.099583,0.8136139,0.7543235,0.9866509,2.7868505,1.2543836,1.8506162,0.80849344,1.1551291,1.6567035,1.8909774,1.2581848,0.8311795,0.45279485,1.3258508,0.56747216,1.12526,1.0817443,1.6708474,1.0766649,1.2341415,1.2193424,0.6542545,1.5647614,1.9300753,1.6608083,1.1287863,1.0200055,0.95608974,1.8022866,1.235643
ISFP,ISFP,-0.30431923,-0.68156624,0.011357521,-0.1387227,-0.070502296,-0.19206515,0.6234668,-0.5703736,0.26788595,-0.017529419,-0.03260564,-0.021767018,-0.67849576,0.11142927,-0.40713876,0.2769658,-0.48543808,0.2673637,-0.14137188,0.08423724,0.434259,0.23934262,-0.27611047,-0.17255358,0.5902002,0.71724886,0.3415363,0.03235365,-0.11424687,0.01699236,-0.26820236,0.08967288,0.42207554,0.42489058,0.31689057,0.4119425,0.36782905,0.4677513,0.37890288,0.31627184,0.25088558,0.4056893,0.539624,0.5348824,0.42838818,0.34079507,0.3829281,0.37575617,0.39650723,0.3980226,0.354268,0.35711062,0.37134674,0.2600698,0.60012907,0.45115626,0.41172066,0.6273799,0.36723113,0.33625662,0.3847533,0.37814394,0.36550283,0.55398786,-3.5047274,-1.6767284,-0.72824794,-2.1098301,-1.7252258,-1.4274096,-0.64640105,-1.2951176,-0.487544,-0.7809194,-1.0316132,-2.6206872,-1.8501785,-1.5199311,-1.9416364,-0.6279636,-1.3226866,-1.1598419,-1.7165248,-0.90180033,-1.7578168,-0.45524976,-1.9131129,-1.6764892,-0.90438974,-1.2232912,-0.8185865,-0.51644194,-1.3636596,-0.96953785,-1.045797,-2.4109204,0.4527491,0.5532167,0.8865227,0.8806355,0.9653598,1.3835276,1.6866016,0.9858882,0.79256046,1.1802907,4.6709757,1.4176356,0.78981066,0.88192666,0.32916695,1.1594758,0.5666366,1.1985309,0.7116475,1.5592262,1.2225379,2.5684192,3.664957,1.03014,1.5221125,1.97681,1.1371845,1.7522424,0.549574,0.8630196,3.2146263,2.0279067
isfp(1),ISFP,-0.2794322,-0.6279352,-0.071331576,-0.30846703,0.14461732,-0.17168863,0.82168615,-0.46388644,0.33512208,0.036012877,-0.025207702,-0.104860075,-0.6630927,0.05484762,-0.56026375,0.21948577,-0.3287863,0.2464445,-0.16677539,-0.120276324,0.42147794,0.19977826,-0.17825422,-0.2703967,0.7039152,0.4206186,0.5025317,0.11778185,-0.1311227,-0.038529344,-0.43007457,-0.0041384827,0.35015106,0.5078236,0.36374953,0.45713037,0.38104796,0.45390412,0.43235385,0.36444756,0.23012313,0.5355368,0.48048803,0.5380519,0.44452816,0.37959668,0.5796888,0.37125936,0.45379052,0.41514388,0.36543202,0.3996407,0.3535856,0.21532026,0.58237714,0.6065831,0.4253705,0.67107064,0.40121236,0.39928195,0.39981192,0.42319906,0.31095964,0.5217029,-1.1355065,-1.7159797,-1.4403187,-1.5685802,-1.2469134,-1.2172782,-0.64640105,-1.3097427,-0.4608504,-1.3904645,-1.0343726,-1.4381235,-1.564883,-1.1639584,-2.019992,-0.80280125,-1.2682743,-0.79703367,-1.2223277,-1.0371418,-0.44025713,-0.44227055,-1.5370804,-2.4457834,-0.51118445,-1.5404931,-0.8713906,-0.6969857,-1.2631086,-1.1374578,-1.4568684,-1.3559316,0.5201711,1.0386938,1.006845,0.84431165,1.11168,1.0020734,2.0532734,0.56737244,1.1821865,1.5377586,1.42641,1.4874353,0.5739112,0.77021116,0.37844098,1.1740171,0.9776329,1.2293999,1.2524443,1.6392478,1.177372,0.8831413,1.4425768,1.1314771,1.9227403,1.7473135,1.8181586,1.2812374,0.64233404,1.0568177,0.33384073,1.1617665
isfp(2),ISFP,-0.2794322,-0.6279352,-0.071331576,-0.30846703,0.14461732,-0.17168863,0.82168615,-0.46388644,0.33512208,0.036012877,-0.025207702,-0.104860075,-0.6630927,0.05484762,-0.56026375,0.21948577,-0.3287863,0.2464445,-0.16677539,-0.120276324,0.42147794,0.19977826,-0.17825422,-0.2703967,0.7039152,0.4206186,0.5025317,0.11778185,-0.1311227,-0.038529344,-0.43007457,-0.0041384827,0.35015106,0.5078236,0.36374953,0.45713037,0.38104796,0.45390412,0.43235385,0.36444756,0.23012313,0.5355368,0.48048803,0.5380519,0.44452816,0.37959668,0.5796888,0.37125936,0.45379052,0.41514388,0.36543202,0.3996407,0.3535856,0.21532026,0.58237714,0.6065831,0.4253705,0.67107064,0.40121236,0.39928195,0.39981192,0.42319906,0.31095964,0.5217029,-1.1355065,-1.7159797,-1.4403187,-1.5685802,-1.2469134,-1.2172782,-0.64640105,-1.3097427,-0.4608504,-1.3904645,-1.0343726,-1.4381235,-1.564883,-1.1639584,-2.019992,-0.80280125,-1.2682743,-0.79703367,-1.2223277,-1.0371418,-0.44025713,-0.44227055,-1.5370804,-2.4457834,-0.51118445,-1.5404931,-0.8713906,-0.6969857,-1.2631086,-1.1374578,-1.4568684,-1.3559316,0.5201711,1.0386938,1.006845,0.84431165,1.11168,1.0020734,2.0532734,0.56737244,1.1821865,1.5377586,1.42641,1.4874353,0.5739112,0.77021116,0.37844098,1.1740171,0.9776329,1.2293999,1.2524443,1.6392478,1.177372,0.8831413,1.4425768,1.1314771,1.9227403,1.7473135,1.8181586,1.2812374,0.64233404,1.0568177,0.33384073,1.1617665
ISFP(3),ISFP,-0.17740276,-0.37886932,0.09265382,-0.19949602,0.22092645,-0.4239638,0.79315317,-0.366913,0.34172142,-0.07349565,0.07849364,-0.18708877,-0.6835737,-0.027058383,-0.46627027,0.04022774,-0.20206581,0.24881345,-0.02145188,-0.07189197,0.44360456,0.17294808,-0.09337165,-0.29421043,0.5455464,0.34903178,0.6325809,0.012367628,-0.10605228,0.13124616,-0.38476387,0.06766561,0.34576258,0.54917073,0.35545644,0.40680575,0.32926956,0.53236544,0.3977717,0.3306673,0.23486577,0.480423,0.46637705,0.5876135,0.47243243,0.37724805,0.49828053,0.4036351,0.49475044,0.4025873,0.3716404,0.37166876,0.3730534,0.19470945,0.52063954,0.57808304,0.48722237,0.5972156,0.41645122,0.35590607,0.39698184,0.403424,0.2822657,0.55709296,-1.1513802,-1.8462301,-1.1505839,-1.6057673,-1.2516122,-2.6853588,-1.3750342,-1.3045709,-0.8386849,-2.3308377,-1.0138268,-2.337509,-2.3802586,-1.4765276,-2.1971703,-1.6508569,-1.4421206,-1.7844616,-1.4765977,-1.2021663,-0.787494,-0.5778183,-1.8428929,-2.7295756,-1.7046355,-1.8482226,-0.8318955,-0.8105105,-1.6354192,-1.5908858,-1.3288915,-1.60911,0.92861533,2.1730359,1.5403175,1.339841,1.5896964,1.3671299,2.081693,0.793245,2.0115724,1.5456034,2.257965,1.5915123,1.3041828,1.0070522,0.55943394,1.3768587,1.9564611,1.3510498,1.4221747,1.9878217,1.4202915,1.0980624,1.565808,1.2406117,1.8119913,2.166114,2.4985733,1.2549094,1.010575,1.5605241,0.5682889,2.7259183
감성적인 ISFP일때,ISFP,-0.04241874,-0.30699968,-0.14360109,-0.12354899,-0.28490558,0.18711491,0.14459829,-0.24658807,0.20783155,0.56143796,0.16703887,0.13114777,-0.20917192,-0.20304576,-0.46205753,0.22030394,-0.3296105,-0.3643608,-0.21756358,-0.28510082,-0.075600274,0.1970762,-0.41102636,-0.372119,0.3884802,0.7052753,0.0188839,0.27916372,0.17781068,-0.1599117,-0.31035736,-0.43608567,0.3021506,0.5003106,0.33530945,0.38276947,0.41507274,0.4575969,0.31519184,0.3895778,0.2635184,0.39630717,0.53415155,0.4460163,0.47950515,0.40201452,0.37644958,0.4345315,0.4640684,0.6102892,0.32377088,0.36103013,0.32488072,0.21189642,0.6338401,0.42336166,0.41557282,0.7089575,0.41427258,0.34242105,0.45176396,0.45757127,0.2774523,0.5730317,-1.080904,-1.826726,-2.004533,-1.266212,-1.5771999,-1.9312032,-1.1268817,-1.4711736,-0.8501706,-1.1574322,-1.1423622,-1.8018296,-1.592926,-1.7390832,-1.5925144,-1.1631917,-1.5159769,-2.5508692,-1.5644653,-1.1684452,-1.2336397,-0.3697367,-2.1990678,-1.9517252,-1.1977746,-1.5421677,-1.1030093,-0.76819503,-1.6631165,-1.640025,-1.1397917,-1.643773,0.75470924,1.4699792,0.8098959,1.8860251,1.0477005,1.5180966,1.5748851,1.3661541,1.4127127,1.7452245,1.8018383,1.5328249,1.4936239,0.82565814,0.6577229,1.8473029,1.1629956,1.2969314,0.9987633,1.6895384,0.8564738,0.9961377,1.5068169,1.1338171,1.5838525,2.5568795,1.5836817,1.2807084,1.0574143,1.3156645,0.5754745,1.9245983
